EMG - Pod01,EMG - Pod02,EMG - Pod03,EMG - Pod04,EMG - Pod05,EMG - Pod06,EMG - Pod07,EMG - Pod08,Timestamp
-5,-5,-8,-21,-28,-15,-7,0,21/09/2020 6:43:53
0,0,0,6,12,38,9,0,21/09/2020 6:43:53
1,0,-2,-4,-12,-27,7,0,21/09/2020 6:43:53
4,4,6,20,17,-4,12,0,21/09/2020 6:43:53
-5,-2,5,-2,-1,-34,-21,0,21/09/2020 6:43:53
-2,-2,5,-15,-34,-36,-11,0,21/09/2020 6:43:53
2,1,0,16,21,31,8,0,21/09/2020 6:43:53
0,-3,1,-11,-12,-46,-7,0,21/09/2020 6:43:53
2,-2,-5,-7,-1,3,14,0,21/09/2020 6:43:53
0,0,-2,-1,-14,-8,6,0,21/09/2020 6:43:53
7,4,5,17,40,47,18,0,21/09/2020 6:43:53
-1,2,12,-3,-11,2,1,0,21/09/2020 6:43:53
-2,0,5,-2,-11,-4,-1,0,21/09/2020 6:43:53
-3,-2,-6,-2,12,-7,-7,0,21/09/2020 6:43:53
-1,-1,-7,-13,-6,26,-3,0,21/09/2020 6:43:53
-1,-4,-13,-6,-19,-51,-3,0,21/09/2020 6:43:53
1,3,3,8,-5,4,0,0,21/09/2020 6:43:53
0,1,3,8,7,-14,-3,0,21/09/2020 6:43:53
2,8,5,-9,-26,6,11,0,21/09/2020 6:43:53
-2,-5,-11,8,21,-7,-4,0,21/09/2020 6:43:53
0,1,2,11,15,-52,-9,0,21/09/2020 6:43:53
1,-3,-11,-24,-14,-9,-2,0,21/09/2020 6:43:53
0,0,0,-2,4,10,4,0,21/09/2020 6:43:53
1,2,0,6,23,20,5,0,21/09/2020 6:43:53
-2,-1,3,-5,4,14,-2,0,21/09/2020 6:43:53
1,1,-3,5,19,14,1,0,21/09/2020 6:43:53
3,10,16,-1,-29,-15,3,0,21/09/2020 6:43:53
-2,-3,-9,3,-9,-19,-6,0,21/09/2020 6:43:53
0,-1,-3,-12,-8,-4,-2,0,21/09/2020 6:43:53
-5,-7,4,8,15,-8,0,0,21/09/2020 6:43:53
-1,2,2,4,11,-14,-8,0,21/09/2020 6:43:53
1,7,21,2,-11,-7,7,0,21/09/2020 6:43:53
-3,-2,-6,-7,9,32,-1,0,21/09/2020 6:43:54
1,-3,-3,0,0,-31,-1,0,21/09/2020 6:43:54
-2,-2,2,3,-2,-51,-12,0,21/09/2020 6:43:54
0,-1,-11,-5,-1,-9,-4,0,21/09/2020 6:43:54
0,3,10,9,11,35,1,0,21/09/2020 6:43:54
-2,-1,-7,-15,-11,-9,-4,0,21/09/2020 6:43:54
0,0,-7,-9,-16,-17,-1,0,21/09/2020 6:43:54
-1,-1,-5,-9,-9,21,1,0,21/09/2020 6:43:54
0,-1,-2,2,12,18,-2,0,21/09/2020 6:43:54
-3,-1,13,7,6,-28,-6,0,21/09/2020 6:43:54
-3,-2,0,6,11,-11,0,0,21/09/2020 6:43:54
2,4,8,6,-6,-5,7,0,21/09/2020 6:43:54
0,-2,-2,1,10,48,3,0,21/09/2020 6:43:54
-1,0,-7,-4,14,-1,-4,0,21/09/2020 6:43:54
-4,-3,1,-9,-6,-36,-9,0,21/09/2020 6:43:54
-1,1,-2,-1,4,-9,-1,0,21/09/2020 6:43:54
-2,0,-2,-3,-17,3,-3,0,21/09/2020 6:43:54
-1,1,-1,-2,-6,-23,-6,0,21/09/2020 6:43:54
1,0,3,6,9,-39,-3,0,21/09/2020 6:43:54
-2,-4,-15,-6,13,17,2,0,21/09/2020 6:43:54
1,-1,-5,0,3,37,10,0,21/09/2020 6:43:54
2,5,15,9,18,-4,-2,0,21/09/2020 6:43:54
-1,-3,-7,-1,-2,11,-1,0,21/09/2020 6:43:54
-1,-8,-24,-4,0,6,-1,0,21/09/2020 6:43:54
-5,-4,-8,-14,-6,2,-12,0,21/09/2020 6:43:54
-2,0,4,-1,-11,19,2,0,21/09/2020 6:43:54
-2,-3,-4,-9,3,23,-3,0,21/09/2020 6:43:54
-2,1,1,2,-1,6,6,0,21/09/2020 6:43:54
0,0,4,9,-3,-22,-5,0,21/09/2020 6:43:54
-2,0,5,-3,3,7,-2,0,21/09/2020 6:43:54
-1,-3,-11,-18,-9,5,3,0,21/09/2020 6:43:54
0,1,8,8,-1,-12,3,0,21/09/2020 6:43:54
-2,0,15,-2,1,-35,-8,0,21/09/2020 6:43:54
1,1,3,2,-16,-2,8,0,21/09/2020 6:43:54
-1,-4,-36,-14,0,-6,-8,0,21/09/2020 6:43:54
-1,-3,-2,5,-11,-39,-6,0,21/09/2020 6:43:54
1,0,-13,-3,-8,-9,-2,0,21/09/2020 6:43:54
-2,-1,8,-2,-10,-37,-9,0,21/09/2020 6:43:54
-1,1,19,2,2,0,1,0,21/09/2020 6:43:54
-2,-2,-15,-7,13,54,-1,0,21/09/2020 6:43:54
1,0,0,8,7,4,7,0,21/09/2020 6:43:54
0,-1,-8,-19,-30,14,3,0,21/09/2020 6:43:54
2,4,22,10,4,49,19,0,21/09/2020 6:43:54
-2,-4,-8,-11,-9,-10,-3,0,21/09/2020 6:43:54
-2,0,3,11,-1,7,-1,0,21/09/2020 6:43:54
0,1,13,-5,-1,32,2,0,21/09/2020 6:43:54
1,2,14,27,23,37,4,0,21/09/2020 6:43:54
0,3,10,-13,-22,1,4,0,21/09/2020 6:43:54
-1,1,2,7,-4,-25,-2,0,21/09/2020 6:43:54
3,-2,-6,-15,4,0,0,0,21/09/2020 6:43:54
0,-5,-1,0,4,17,0,0,21/09/2020 6:43:54
1,0,-4,-19,6,-16,2,0,21/09/2020 6:43:54
4,5,5,-9,6,16,5,0,21/09/2020 6:43:55
-5,-2,15,8,-10,-25,-1,0,21/09/2020 6:43:55
0,2,13,14,-3,13,1,0,21/09/2020 6:43:55
-6,-5,-29,-36,6,-16,-7,0,21/09/2020 6:43:55
-1,-2,6,9,-5,-3,3,0,21/09/2020 6:43:55
0,-5,-47,4,25,19,12,0,21/09/2020 6:43:55
3,9,-1,-5,-3,24,6,0,21/09/2020 6:43:55
-3,-5,-25,-36,-33,-59,-9,0,21/09/2020 6:43:55
0,0,-25,9,-29,-28,-3,0,21/09/2020 6:43:55
-7,1,70,19,-2,-48,-28,0,21/09/2020 6:43:55
-7,-9,-41,-13,-9,-31,-33,0,21/09/2020 6:43:55
-4,-8,-51,-3,-9,-68,-13,0,21/09/2020 6:43:55
0,1,78,40,33,27,-8,0,21/09/2020 6:43:55
-5,-3,11,-13,-41,-12,-10,0,21/09/2020 6:43:55
3,1,-10,-2,2,37,27,0,21/09/2020 6:43:55
-4,-2,-3,-26,-63,-55,-3,0,21/09/2020 6:43:55
-3,-1,-46,23,29,-37,-17,0,21/09/2020 6:43:55
3,12,67,35,3,9,-5,0,21/09/2020 6:43:55
-1,-9,-15,-15,-18,17,10,0,21/09/2020 6:43:55
-2,-8,-31,1,-65,-70,-12,0,21/09/2020 6:43:55
4,8,-5,-12,-18,40,12,0,21/09/2020 6:43:55
2,-2,-10,-12,18,-27,5,0,21/09/2020 6:43:55
4,7,9,-1,14,4,5,0,21/09/2020 6:43:55
-3,-2,-10,9,24,-11,-6,0,21/09/2020 6:43:55
-5,-16,-74,-20,22,93,12,0,21/09/2020 6:43:55
-6,2,50,-2,-3,-23,-27,0,21/09/2020 6:43:55
1,-4,3,5,1,4,-3,0,21/09/2020 6:43:55
-6,-8,-30,-24,-67,13,-6,0,21/09/2020 6:43:55
2,2,81,16,8,43,9,0,21/09/2020 6:43:55
-6,0,-32,40,37,-14,-17,0,21/09/2020 6:43:55
3,7,43,-8,-33,-18,8,0,21/09/2020 6:43:55
-1,-7,10,5,-7,18,-2,0,21/09/2020 6:43:55
-1,-4,-38,-10,34,69,6,0,21/09/2020 6:43:55
-1,4,16,16,28,-25,0,0,21/09/2020 6:43:55
-5,-9,-25,-10,-38,22,-2,0,21/09/2020 6:43:55
-8,-4,47,-46,-113,-46,-16,0,21/09/2020 6:43:55
-9,-6,16,-4,-14,-48,-30,0,21/09/2020 6:43:55
-4,-8,6,1,6,-14,-13,0,21/09/2020 6:43:55
7,17,56,4,21,68,23,0,21/09/2020 6:43:55
0,11,81,-23,-35,-2,-8,0,21/09/2020 6:43:56
-2,-9,-3,-24,-25,67,13,0,21/09/2020 6:43:56
0,2,-11,6,46,-48,-2,0,21/09/2020 6:43:56
-2,-4,-2,24,20,-98,-6,0,21/09/2020 6:43:56
-4,4,43,23,35,-69,-23,0,21/09/2020 6:43:56
-7,-6,3,-24,-22,-109,-52,0,21/09/2020 6:43:56
-5,-9,-19,24,39,-15,-24,0,21/09/2020 6:43:56
-3,-13,-25,28,29,-22,9,0,21/09/2020 6:43:56
-3,-4,-12,-6,-42,-16,-8,0,21/09/2020 6:43:56
-7,7,44,25,12,-70,-30,0,21/09/2020 6:43:56
-1,-1,12,-16,25,-46,-8,0,21/09/2020 6:43:56
6,6,30,23,-1,28,36,0,21/09/2020 6:43:56
-6,-11,-40,-6,-32,-48,-25,0,21/09/2020 6:43:56
-4,2,32,6,33,15,-1,0,21/09/2020 6:43:56
7,13,61,2,-19,24,21,0,21/09/2020 6:43:56
-2,-10,-88,-31,-15,-53,-12,0,21/09/2020 6:43:56
-2,-4,-18,14,17,19,2,0,21/09/2020 6:43:56
5,4,-26,3,9,8,2,0,21/09/2020 6:43:56
-1,2,49,-7,9,62,15,0,21/09/2020 6:43:56
-1,5,32,-1,-46,-25,-6,0,21/09/2020 6:43:56
-2,-7,-35,-5,-17,-66,-13,0,21/09/2020 6:43:56
-3,3,61,2,-4,3,-11,0,21/09/2020 6:43:56
-3,3,61,2,-4,3,-11,0,21/09/2020 6:43:56
-1,1,-3,2,1,26,7,0,21/09/2020 6:43:56
0,5,-10,-3,21,-84,-18,0,21/09/2020 6:43:56
-6,-7,-3,-9,-5,-17,-5,0,21/09/2020 6:43:56
0,-6,-12,9,-10,24,12,0,21/09/2020 6:43:56
-4,-8,-53,4,30,6,-12,0,21/09/2020 6:43:56
1,6,24,13,5,22,5,0,21/09/2020 6:43:56
-1,8,45,12,4,7,-6,0,21/09/2020 6:43:56
2,-4,47,18,-4,83,35,0,21/09/2020 6:43:56
2,-3,-43,-15,-12,-4,6,0,21/09/2020 6:43:56
0,-4,16,-1,-23,15,14,0,21/09/2020 6:43:56
2,2,-21,-12,6,21,7,0,21/09/2020 6:43:56
1,-3,-21,-7,1,-1,6,0,21/09/2020 6:43:56
-2,1,17,-2,-24,7,-9,0,21/09/2020 6:43:56
-1,-2,-19,7,-6,-23,-1,0,21/09/2020 6:43:56
-1,1,-17,-1,37,-70,-24,0,21/09/2020 6:43:56
-2,-8,-9,10,16,-38,-4,0,21/09/2020 6:43:56
-5,2,2,8,-12,-58,-16,0,21/09/2020 6:43:56
-2,-5,-8,8,2,35,7,0,21/09/2020 6:43:56
-1,-5,2,-2,10,9,-2,0,21/09/2020 6:43:56
-3,-11,-76,-11,-4,-56,-16,0,21/09/2020 6:43:56
-3,2,30,7,-6,-101,-28,0,21/09/2020 6:43:56
-6,-9,-15,-10,7,-26,-10,0,21/09/2020 6:43:56
-1,-7,-2,-2,10,14,5,0,21/09/2020 6:43:56
2,9,37,2,15,15,5,0,21/09/2020 6:43:56
3,10,48,15,-6,0,8,0,21/09/2020 6:43:56
10,16,-6,4,4,45,26,0,21/09/2020 6:43:56
3,-1,-9,-7,-8,-9,15,0,21/09/2020 6:43:56
3,-1,-9,-7,-8,-9,15,0,21/09/2020 6:43:56
-2,1,-3,-1,0,-55,-17,0,21/09/2020 6:43:56
-2,-4,-6,2,-7,-22,-6,0,21/09/2020 6:43:56
2,1,6,2,4,-3,-1,0,21/09/2020 6:43:56
-5,7,91,11,25,9,-9,0,21/09/2020 6:43:56
-3,-5,-3,-11,-3,16,0,0,21/09/2020 6:43:56
0,-1,-6,-6,6,-3,-7,0,21/09/2020 6:43:56
0,-1,-6,-6,6,-3,-7,0,21/09/2020 6:43:56
3,0,-42,-3,-13,-46,3,0,21/09/2020 6:43:56
7,8,-28,8,-1,-2,7,0,21/09/2020 6:43:56
-1,2,25,6,-4,13,13,0,21/09/2020 6:43:56
-3,-4,12,20,-10,-18,-9,0,21/09/2020 6:43:56
-2,-5,-24,-9,-6,15,3,0,21/09/2020 6:43:56
10,2,19,-24,16,119,77,0,21/09/2020 6:43:57
-8,-13,-13,-16,-10,-12,-21,0,21/09/2020 6:43:57
1,11,40,8,-11,-41,-19,0,21/09/2020 6:43:57
-4,2,5,-18,-15,-14,-8,0,21/09/2020 6:43:57
-1,-6,-40,4,16,-2,-3,0,21/09/2020 6:43:57
0,4,1,4,0,-1,4,0,21/09/2020 6:43:57
2,1,6,2,2,55,11,0,21/09/2020 6:43:57
2,13,44,36,5,-35,-6,0,21/09/2020 6:43:57
2,-5,-2,0,-1,7,2,0,21/09/2020 6:43:57
-3,-5,-42,5,-9,-83,-27,0,21/09/2020 6:43:57
-1,3,-16,-18,5,27,-3,0,21/09/2020 6:43:57
-3,-4,-19,-7,13,37,4,0,21/09/2020 6:43:57
-2,-10,-36,-6,11,-4,-2,0,21/09/2020 6:43:57
-3,-1,-8,-6,-8,-13,-1,0,21/09/2020 6:43:57
-3,-2,-8,-23,14,57,-1,0,21/09/2020 6:43:57
-1,4,45,15,7,7,-3,0,21/09/2020 6:43:57
3,1,-14,-3,3,38,15,0,21/09/2020 6:43:57
-4,-7,-22,4,6,-25,-17,0,21/09/2020 6:43:57
1,-3,-13,-15,5,18,10,0,21/09/2020 6:43:57
-2,-2,-10,-1,-2,62,12,0,21/09/2020 6:43:57
0,0,-5,-12,-1,-23,-2,0,21/09/2020 6:43:57
0,-7,-10,2,13,-13,-8,0,21/09/2020 6:43:57
-4,-6,-25,-14,-7,-44,-10,0,21/09/2020 6:43:57
5,14,8,-18,-12,-7,17,0,21/09/2020 6:43:57
0,0,9,2,31,36,6,0,21/09/2020 6:43:57
-2,-2,4,-1,3,15,-9,0,21/09/2020 6:43:57
-2,-2,-5,-9,-4,-20,-2,0,21/09/2020 6:43:57
0,0,-5,3,-8,-33,-5,0,21/09/2020 6:43:57
1,-2,-15,-7,5,55,6,0,21/09/2020 6:43:57
0,2,-13,4,-8,-20,-1,0,21/09/2020 6:43:57
3,10,19,-21,-24,17,17,0,21/09/2020 6:43:57
-2,-4,-23,-6,-7,9,0,0,21/09/2020 6:43:57
-2,-3,3,3,-12,-50,-17,0,21/09/2020 6:43:57
-1,-3,-18,3,-5,-48,-13,0,21/09/2020 6:43:57
0,-2,8,12,-10,-21,0,0,21/09/2020 6:43:57
1,-1,-18,4,-3,23,1,0,21/09/2020 6:43:57
1,1,-1,0,4,-3,-1,0,21/09/2020 6:43:58
0,1,3,1,0,10,-1,0,21/09/2020 6:43:58
-2,-6,-18,-7,-5,-32,-11,0,21/09/2020 6:43:58
-1,-3,-2,-2,-15,-2,4,0,21/09/2020 6:43:58
1,2,25,-15,5,-8,4,0,21/09/2020 6:43:58
-6,-4,-9,5,36,39,-19,0,21/09/2020 6:43:58
-2,1,9,13,15,-64,-16,0,21/09/2020 6:43:58
3,3,-24,-14,-4,0,2,0,21/09/2020 6:43:58
2,6,21,8,-21,19,18,0,21/09/2020 6:43:58
1,4,10,-7,-11,-7,9,0,21/09/2020 6:43:58
-1,-3,-17,3,-8,-20,-7,0,21/09/2020 6:43:58
0,-3,12,4,24,4,-3,0,21/09/2020 6:43:58
0,1,6,15,-20,77,11,0,21/09/2020 6:43:58
-2,-3,11,-12,-5,-6,-4,0,21/09/2020 6:43:58
-1,0,-18,-2,-22,2,-2,0,21/09/2020 6:43:58
-3,-4,-6,-8,13,-27,-5,0,21/09/2020 6:43:58
0,-1,17,10,19,39,5,0,21/09/2020 6:43:58
-4,-5,-12,-19,2,-5,-5,0,21/09/2020 6:43:58
1,-3,-13,2,1,31,0,0,21/09/2020 6:43:58
-3,-3,-2,-13,1,35,0,0,21/09/2020 6:43:58
-3,-1,35,15,-10,-49,-12,0,21/09/2020 6:43:58
-1,-1,0,6,-6,10,7,0,21/09/2020 6:43:58
2,6,3,14,17,-8,-2,0,21/09/2020 6:43:58
-3,-6,-23,3,-18,-68,-9,0,21/09/2020 6:43:58
0,-2,-7,-5,0,13,3,0,21/09/2020 6:43:58
-3,-2,-5,-9,-6,-3,-11,0,21/09/2020 6:43:58
-1,1,1,-19,0,-13,1,0,21/09/2020 6:43:58
3,4,7,3,-9,22,16,0,21/09/2020 6:43:58
0,4,8,-4,11,63,0,0,21/09/2020 6:43:58
-2,-2,-9,-4,-2,-17,-5,0,21/09/2020 6:43:58
0,-1,1,4,12,39,9,0,21/09/2020 6:43:58
4,6,3,0,-10,-45,0,0,21/09/2020 6:43:58
0,0,-8,-5,-7,9,9,0,21/09/2020 6:43:58
-1,-5,-21,-4,0,18,2,0,21/09/2020 6:43:58
-3,-2,3,1,6,-24,-20,0,21/09/2020 6:43:58
-1,0,5,5,23,-44,-9,0,21/09/2020 6:43:58
-3,-5,-6,-5,0,3,-5,0,21/09/2020 6:43:58
-2,-4,-7,6,-6,-10,-5,0,21/09/2020 6:43:58
-2,-2,15,3,-7,-31,-4,0,21/09/2020 6:43:58
-3,0,17,1,-2,-19,-8,0,21/09/2020 6:43:58
2,6,19,-4,-15,7,4,0,21/09/2020 6:43:58
-3,-5,-16,2,-5,5,3,0,21/09/2020 6:43:58
4,0,34,12,-5,-22,12,0,21/09/2020 6:43:58
-5,-10,-34,-9,-3,-16,-11,0,21/09/2020 6:43:58
5,8,25,4,7,41,12,0,21/09/2020 6:43:58
-4,-1,14,0,-4,-50,-16,0,21/09/2020 6:43:58
0,5,25,-3,-2,4,0,0,21/09/2020 6:43:58
4,7,-1,-6,-12,4,8,0,21/09/2020 6:43:58
-5,-1,-4,-4,8,-38,-15,0,21/09/2020 6:43:58
6,3,0,6,-5,6,17,0,21/09/2020 6:43:58
1,0,-6,-6,9,26,1,0,21/09/2020 6:43:58
0,1,9,2,9,24,1,0,21/09/2020 6:43:58
-2,-6,-1,-2,2,39,-2,0,21/09/2020 6:43:58
1,1,-47,1,1,-37,-2,0,21/09/2020 6:43:58
-4,-4,9,-4,-3,7,9,0,21/09/2020 6:43:58
-1,-4,0,-1,-3,-13,-3,0,21/09/2020 6:43:58
-4,-4,15,4,-2,-17,0,0,21/09/2020 6:43:58
1,5,9,2,-13,-40,1,0,21/09/2020 6:43:58
1,3,-2,-2,-4,5,10,0,21/09/2020 6:43:58
0,3,11,-2,3,13,-3,0,21/09/2020 6:43:58
0,-3,6,3,4,62,8,0,21/09/2020 6:43:58
-7,-3,2,-12,-7,-31,-16,0,21/09/2020 6:43:58
0,2,6,-6,-6,-12,-1,0,21/09/2020 6:43:58
-2,-6,-7,6,20,52,3,0,21/09/2020 6:43:58
1,8,26,6,0,15,8,0,21/09/2020 6:43:58
-1,-6,-12,-13,4,26,-4,0,21/09/2020 6:43:59
0,-2,-36,-7,-4,21,2,0,21/09/2020 6:43:59
0,-2,10,14,-2,-56,1,0,21/09/2020 6:43:59
3,4,18,-4,17,45,8,0,21/09/2020 6:43:59
3,-1,-15,27,-4,13,7,0,21/09/2020 6:43:59
2,4,15,20,7,51,20,0,21/09/2020 6:43:59
-7,-2,37,2,-7,-89,-25,0,21/09/2020 6:43:59
-4,-9,9,-3,2,35,0,0,21/09/2020 6:43:59
3,-3,-59,-15,-1,-11,-3,0,21/09/2020 6:43:59
-2,6,10,-11,5,5,0,0,21/09/2020 6:43:59
-1,4,-19,-9,-8,19,-5,0,21/09/2020 6:43:59
-3,-8,-13,-12,-22,-65,-8,0,21/09/2020 6:43:59
-2,-7,15,0,-21,-2,3,0,21/09/2020 6:43:59
0,4,38,-15,-2,5,4,0,21/09/2020 6:43:59
1,0,12,7,-16,-12,1,0,21/09/2020 6:43:59
-3,2,29,-30,13,103,12,0,21/09/2020 6:43:59
-6,-10,-57,-3,2,-17,-9,0,21/09/2020 6:43:59
1,9,46,-17,-15,31,12,0,21/09/2020 6:43:59
1,-2,-13,14,19,48,12,0,21/09/2020 6:43:59
-1,2,35,26,4,-37,-1,0,21/09/2020 6:43:59
-2,-9,-42,-12,13,63,18,0,21/09/2020 6:43:59
-1,-5,8,-19,2,-55,-15,0,21/09/2020 6:43:59
3,10,-12,17,-6,12,3,0,21/09/2020 6:43:59
-2,-19,-92,4,7,-4,0,0,21/09/2020 6:43:59
3,7,30,18,9,-18,-4,0,21/09/2020 6:43:59
-3,0,-5,-2,4,34,-1,0,21/09/2020 6:43:59
4,5,20,34,4,-19,9,0,21/09/2020 6:43:59
0,-7,-38,-10,-8,-5,22,0,21/09/2020 6:43:59
1,-3,16,1,17,45,13,0,21/09/2020 6:43:59
-7,-8,-56,-6,12,71,2,0,21/09/2020 6:43:59
-4,-5,5,-2,11,7,-9,0,21/09/2020 6:43:59
3,7,42,23,6,-5,4,0,21/09/2020 6:43:59
3,1,-3,20,-28,-16,7,0,21/09/2020 6:43:59
1,1,14,27,0,-35,0,0,21/09/2020 6:43:59
-6,-2,30,7,-7,-53,-29,0,21/09/2020 6:43:59
-4,-8,-18,-4,9,-57,-30,0,21/09/2020 6:43:59
0,5,26,-6,8,30,3,0,21/09/2020 6:43:59
-2,6,31,12,-2,-43,-25,0,21/09/2020 6:43:59
0,-5,17,-15,-3,77,19,0,21/09/2020 6:43:59
-3,2,-1,7,25,-11,-24,0,21/09/2020 6:43:59
1,7,12,7,13,18,3,0,21/09/2020 6:44:00
3,5,48,-8,-6,76,16,0,21/09/2020 6:44:00
0,3,28,19,11,17,0,0,21/09/2020 6:44:00
0,-9,-53,10,15,18,3,0,21/09/2020 6:44:00
7,16,52,21,-3,69,27,0,21/09/2020 6:44:00
-1,-12,-73,-6,-9,10,11,0,21/09/2020 6:44:00
-1,-6,-11,-21,17,-9,-2,0,21/09/2020 6:44:00
2,6,19,-8,-5,26,0,0,21/09/2020 6:44:00
-2,-2,-12,7,8,11,-5,0,21/09/2020 6:44:00
-1,-2,4,-6,-18,-15,7,0,21/09/2020 6:44:00
-1,-2,4,-6,-18,-15,7,0,21/09/2020 6:44:00
-7,-11,9,5,-35,-117,-36,0,21/09/2020 6:44:00
-3,0,-5,-9,7,26,-5,0,21/09/2020 6:44:00
2,5,-53,2,5,34,-6,0,21/09/2020 6:44:00
0,-24,-91,-17,-9,10,8,0,21/09/2020 6:44:00
2,20,19,-5,-20,39,13,0,21/09/2020 6:44:00
1,4,26,13,25,-2,-4,0,21/09/2020 6:44:00
-2,1,24,-17,-4,20,3,0,21/09/2020 6:44:00
7,-2,-13,13,22,-4,-1,0,21/09/2020 6:44:00
-1,1,-3,-11,-8,-26,-3,0,21/09/2020 6:44:00
-2,6,2,-9,-13,-30,-1,0,21/09/2020 6:44:00
1,2,-13,1,-19,29,12,0,21/09/2020 6:44:00
-5,-14,-31,-14,-26,54,3,0,21/09/2020 6:44:00
-3,3,9,9,3,35,-1,0,21/09/2020 6:44:00
3,-1,-35,-2,10,-36,-3,0,21/09/2020 6:44:00
8,7,38,-5,17,82,44,0,21/09/2020 6:44:00
-3,-13,-52,-10,3,-15,-4,0,21/09/2020 6:44:00
-3,-11,-27,16,-17,11,1,0,21/09/2020 6:44:00
-1,1,36,0,0,-41,10,0,21/09/2020 6:44:00
-5,2,46,-7,11,-70,-22,0,21/09/2020 6:44:00
5,13,7,2,-4,-23,-4,0,21/09/2020 6:44:00
4,6,19,-9,-15,-88,-30,0,21/09/2020 6:44:00
-6,6,79,-6,0,65,12,0,21/09/2020 6:44:00
3,-1,0,-16,2,121,36,0,21/09/2020 6:44:00
-6,-17,-47,5,8,-49,-12,0,21/09/2020 6:44:00
3,0,28,-1,-3,-3,11,0,21/09/2020 6:44:00
-2,-2,-11,-8,8,-38,-11,0,21/09/2020 6:44:00
-2,-6,-44,-3,-5,-16,-3,0,21/09/2020 6:44:00
-5,12,51,16,-7,-9,-13,0,21/09/2020 6:44:00
-1,2,-4,15,20,31,11,0,21/09/2020 6:44:00
-3,-1,4,-14,19,30,8,0,21/09/2020 6:44:00
10,10,-9,4,7,84,9,0,21/09/2020 6:44:00
-2,-8,2,-12,-10,-40,-24,0,21/09/2020 6:44:00
-1,4,-8,20,1,2,0,0,21/09/2020 6:44:00
-13,-17,0,-19,-7,-39,-26,0,21/09/2020 6:44:00
9,4,-4,-3,-23,50,33,0,21/09/2020 6:44:00
-3,-10,3,9,8,-13,-3,0,21/09/2020 6:44:00
1,1,-3,11,2,38,6,0,21/09/2020 6:44:00
12,3,3,-25,-7,-24,2,0,21/09/2020 6:44:00
0,6,24,4,-12,-34,-4,0,21/09/2020 6:44:00
1,18,47,30,-3,25,3,0,21/09/2020 6:44:00
-2,4,15,32,10,-61,-8,0,21/09/2020 6:44:00
0,-4,-32,10,16,0,5,0,21/09/2020 6:44:00
26,3,28,-2,-4,18,12,0,21/09/2020 6:44:00
-4,-5,-21,-32,-1,39,-1,0,21/09/2020 6:44:00
-3,-11,-29,-28,-10,-63,-14,0,21/09/2020 6:44:00
3,9,19,23,-9,-25,-15,0,21/09/2020 6:44:00
2,14,-8,22,22,87,20,0,21/09/2020 6:44:00
-18,-2,-12,-10,-2,5,-4,0,21/09/2020 6:44:00
4,-2,-8,-33,6,-38,-36,0,21/09/2020 6:44:00
-8,-2,13,23,21,-80,-23,0,21/09/2020 6:44:00
-6,-6,-12,-28,-6,-2,-9,0,21/09/2020 6:44:01
-8,-9,-23,-12,-24,19,11,0,21/09/2020 6:44:01
-10,13,29,21,8,29,11,0,21/09/2020 6:44:01
-9,-9,-21,-8,-6,24,6,0,21/09/2020 6:44:01
6,2,1,12,-35,110,38,0,21/09/2020 6:44:01
3,1,17,-7,-8,5,2,0,21/09/2020 6:44:01
58,14,4,19,17,3,-2,0,21/09/2020 6:44:01
-25,-2,1,-8,1,-31,-12,0,21/09/2020 6:44:01
-9,4,15,-17,-12,-16,-1,0,21/09/2020 6:44:01
-8,9,23,0,-12,60,15,0,21/09/2020 6:44:01
1,-1,-3,-1,-2,5,6,0,21/09/2020 6:44:01
-15,-5,-49,-1,-7,-31,-5,0,21/09/2020 6:44:01
5,-4,27,15,-2,-36,-4,0,21/09/2020 6:44:01
-6,-5,-2,-36,-60,-38,-14,0,21/09/2020 6:44:01
-6,-5,-2,-36,-60,-38,-14,0,21/09/2020 6:44:01
3,1,13,10,7,1,2,0,21/09/2020 6:44:01
-2,3,5,26,21,2,0,0,21/09/2020 6:44:01
-7,-6,-21,-6,27,60,15,0,21/09/2020 6:44:01
-7,-6,-21,-6,27,60,15,0,21/09/2020 6:44:01
-2,-9,-10,18,20,-60,-20,0,21/09/2020 6:44:01
-2,1,13,12,5,0,0,0,21/09/2020 6:44:01
3,5,14,-2,-10,-1,3,0,21/09/2020 6:44:01
3,5,14,-2,-10,-1,3,0,21/09/2020 6:44:01
4,6,24,24,-10,44,15,0,21/09/2020 6:44:01
-1,4,16,22,-3,-66,-11,0,21/09/2020 6:44:01
-2,-4,-24,-13,-5,-38,-10,0,21/09/2020 6:44:01
-2,-1,8,-6,7,-9,-1,0,21/09/2020 6:44:01
-5,-5,-3,-16,-6,2,-2,0,21/09/2020 6:44:01
2,10,28,-27,-9,19,4,0,21/09/2020 6:44:01
-5,-7,-4,30,-3,12,1,0,21/09/2020 6:44:01
-1,1,-2,-10,-6,3,-4,0,21/09/2020 6:44:01
-1,0,-14,-59,-14,36,10,0,21/09/2020 6:44:01
-4,-5,12,-6,11,-14,-4,0,21/09/2020 6:44:01
0,-6,-18,5,12,3,-1,0,21/09/2020 6:44:01
-2,-1,4,38,16,4,3,0,21/09/2020 6:44:01
1,2,11,10,13,15,5,0,21/09/2020 6:44:01
-1,-2,-2,-14,-17,-10,-2,0,21/09/2020 6:44:01
3,2,2,45,-1,-2,2,0,21/09/2020 6:44:01
