EMG - Pod01,EMG - Pod02,EMG - Pod03,EMG - Pod04,EMG - Pod05,EMG - Pod06,EMG - Pod07,EMG - Pod08,Timestamp
0,1,11,11,2,-2,-2,0,24/09/2020 16:17:02
-3,1,7,3,-3,-3,-1,0,24/09/2020 16:17:02
-3,9,28,4,0,0,0,0,24/09/2020 16:17:02
-2,3,8,0,-4,-1,0,0,24/09/2020 16:17:02
-1,-1,-9,0,1,1,-2,0,24/09/2020 16:17:02
1,0,-3,0,-1,-1,1,0,24/09/2020 16:17:02
1,8,30,12,0,0,5,0,24/09/2020 16:17:02
0,3,1,-3,2,0,-1,0,24/09/2020 16:17:02
1,4,2,-1,-1,0,1,0,24/09/2020 16:17:03
1,6,-2,-2,1,0,3,0,24/09/2020 16:17:03
-1,-1,4,7,-3,0,-1,0,24/09/2020 16:17:03
1,5,7,3,3,-1,-1,0,24/09/2020 16:17:03
-2,0,-6,-2,-2,-2,-2,0,24/09/2020 16:17:03
2,7,20,7,-2,-2,1,0,24/09/2020 16:17:03
1,-7,-15,8,2,1,2,0,24/09/2020 16:17:04
-1,0,-6,-19,-8,-2,0,0,24/09/2020 16:17:04
-2,4,16,7,0,-1,-6,0,24/09/2020 16:17:04
-1,2,2,5,1,5,0,0,24/09/2020 16:17:04
-3,-2,3,-4,-5,-4,-4,0,24/09/2020 16:17:04
-1,0,8,1,2,1,-3,0,24/09/2020 16:17:04
0,4,9,3,0,-2,0,0,24/09/2020 16:17:04
-3,3,20,3,-2,-2,-7,0,24/09/2020 16:17:04
-2,-5,-2,5,1,2,2,0,24/09/2020 16:17:04
0,0,0,0,0,0,0,0,24/09/2020 16:18:12
-1,-14,-6,1,1,-1,0,0,24/09/2020 16:18:12
2,12,3,-1,-1,0,-2,0,24/09/2020 16:18:13
-1,8,-2,-3,-2,-2,-2,0,24/09/2020 16:18:13
-6,6,7,1,-2,-1,-2,0,24/09/2020 16:18:14
0,-15,-9,-2,-1,-1,-3,0,24/09/2020 16:18:14
1,1,-1,-2,-1,1,0,0,24/09/2020 16:18:14
-4,9,3,-1,-2,-2,-2,0,24/09/2020 16:18:14
-1,-5,-4,-3,-1,-2,1,0,24/09/2020 16:18:14
-2,8,4,-1,-2,0,0,0,24/09/2020 16:18:14
-2,-8,-3,-2,-1,1,-1,0,24/09/2020 16:18:14
3,-8,-2,0,-1,0,0,0,24/09/2020 16:18:14
-9,8,5,-3,-4,-3,-3,0,24/09/2020 16:18:15
5,-17,-6,1,1,0,1,0,24/09/2020 16:18:15
3,-3,-6,-2,1,-1,0,0,24/09/2020 16:18:15
3,8,-1,-1,-2,-1,0,0,24/09/2020 16:18:15
6,-4,-3,1,1,0,0,0,24/09/2020 16:18:15
-4,-10,0,0,1,0,2,0,24/09/2020 16:18:15
1,-4,-4,-2,-1,-1,-1,0,24/09/2020 16:18:15
-1,6,1,-4,-1,0,-1,0,24/09/2020 16:18:16
-3,-22,-1,0,5,1,-2,0,24/09/2020 16:18:16
1,14,3,0,10,6,0,0,24/09/2020 16:18:16
-24,-57,-11,1,8,-7,-6,0,24/09/2020 16:18:16
7,29,10,1,20,2,-1,0,24/09/2020 16:18:16
-1,-12,-7,-5,-2,2,-1,0,24/09/2020 16:18:16
6,28,-6,-5,-21,-3,-3,0,24/09/2020 16:18:17
-7,-16,8,-3,-30,-8,-2,0,24/09/2020 16:18:17
6,3,-2,-4,-2,2,0,0,24/09/2020 16:18:17
-21,-78,-1,8,67,4,0,0,24/09/2020 16:18:17
17,64,-3,-7,12,7,3,0,24/09/2020 16:18:17
-10,29,8,-2,-23,-7,-3,0,24/09/2020 16:18:17
-8,-17,-1,-3,-19,0,-1,0,24/09/2020 16:18:17
3,-8,-4,-3,-5,1,-2,0,24/09/2020 16:18:17
1,4,-14,-17,-26,-8,7,0,24/09/2020 16:18:18
-16,-31,-41,-18,-33,-15,-18,0,24/09/2020 16:18:18
-13,-100,-25,-6,-40,-15,0,0,24/09/2020 16:18:18
10,38,1,1,-2,-7,-11,0,24/09/2020 16:18:18
6,-35,-18,-14,-29,-6,-1,0,24/09/2020 16:18:18
0,26,4,1,-5,0,1,0,24/09/2020 16:18:19
-23,-18,43,12,11,3,0,0,24/09/2020 16:18:19
-2,-27,-11,1,17,-3,-3,0,24/09/2020 16:18:19
-1,39,17,-10,-7,-19,-10,0,24/09/2020 16:18:19
-2,-9,3,-4,-6,6,9,0,24/09/2020 16:18:19
-22,-48,-8,5,-9,-23,-27,0,24/09/2020 16:18:19
-10,-37,-8,-16,-19,-5,-10,0,24/09/2020 16:18:19
-32,2,7,3,-38,-11,-16,0,24/09/2020 16:18:19
-13,-26,10,3,-10,10,-10,0,24/09/2020 16:18:19
1,-60,-6,-4,-13,24,67,0,24/09/2020 16:18:20
-4,-28,-12,18,28,5,0,0,24/09/2020 16:18:20
-33,-45,8,-11,-25,42,-4,0,24/09/2020 16:18:20
40,90,-70,17,30,15,28,0,24/09/2020 16:18:20
5,34,2,-6,-32,20,19,0,24/09/2020 16:18:20
-45,-128,10,25,14,-9,-10,0,24/09/2020 16:18:21
7,46,-8,-2,0,8,-7,0,24/09/2020 16:18:21
26,-5,38,68,42,53,47,0,24/09/2020 16:18:21
1,5,15,-57,-117,-33,6,0,24/09/2020 16:18:21
20,69,-6,-3,-11,6,18,0,24/09/2020 16:18:21
31,5,-71,-62,-58,-14,6,0,24/09/2020 16:18:21
-19,104,-5,-53,3,-3,15,0,24/09/2020 16:18:22
-50,-128,-86,-32,-40,-28,12,0,24/09/2020 16:18:22
-97,106,36,-77,-22,-27,31,0,24/09/2020 16:18:22
70,-4,-8,-12,58,31,36,0,24/09/2020 16:18:22
-110,-17,1,-1,-34,-4,23,0,24/09/2020 16:18:22
25,-71,-60,-2,31,-7,48,0,24/09/2020 16:18:22
20,-123,-24,22,-97,-14,-14,0,24/09/2020 16:18:22
-86,3,5,-30,-44,21,60,0,24/09/2020 16:18:22
22,-13,15,-35,-16,5,-8,0,24/09/2020 16:18:23
-1,0,-3,-8,8,-5,-11,0,24/09/2020 16:18:23
-97,10,21,32,12,-5,4,0,24/09/2020 16:18:23
-97,-60,-7,-2,-9,13,18,0,24/09/2020 16:18:23
50,-1,-11,2,-3,11,-7,0,24/09/2020 16:18:24
-13,4,5,-2,-4,1,7,0,24/09/2020 16:18:24
-9,-23,1,11,-1,5,-4,0,24/09/2020 16:18:24
52,14,1,7,9,-3,5,0,24/09/2020 16:18:24
19,7,-7,-12,-6,-4,0,0,24/09/2020 16:18:24
-12,-28,-19,-12,0,-9,-7,0,24/09/2020 16:18:24
114,37,20,18,10,13,12,0,24/09/2020 16:18:24
127,-97,-2,3,-25,-6,8,0,24/09/2020 16:18:24
-94,-55,-14,39,-24,12,6,0,24/09/2020 16:18:25
-64,49,-3,9,103,-46,16,0,24/09/2020 16:18:25
-56,10,49,-21,-32,-39,-60,0,24/09/2020 16:18:25
-4,14,39,-14,-32,6,36,0,24/09/2020 16:18:25
-32,53,-58,-39,-56,10,47,0,24/09/2020 16:18:25
-104,-106,68,39,31,22,-69,0,24/09/2020 16:18:25
-69,-29,-9,20,-13,45,-21,0,24/09/2020 16:18:26
12,34,-26,-14,22,45,50,0,24/09/2020 16:18:26
16,14,2,13,16,15,22,0,24/09/2020 16:18:26
13,10,-5,-12,-4,-10,18,0,24/09/2020 16:18:26
9,3,-16,-15,9,18,5,0,24/09/2020 16:18:26
1,8,-13,-8,-7,-34,-4,0,24/09/2020 16:18:26
0,-34,-8,-12,9,3,-4,0,24/09/2020 16:18:26
3,-25,6,-3,3,-10,-2,0,24/09/2020 16:18:26
-1,0,4,5,10,5,0,0,24/09/2020 16:18:27
-31,-23,-10,-9,-11,-3,-9,0,24/09/2020 16:18:27
0,15,2,7,3,1,0,0,24/09/2020 16:18:27
-9,10,-4,2,7,-3,-6,0,24/09/2020 16:18:27
60,6,32,-86,13,3,0,0,24/09/2020 16:18:27
-87,-12,-35,-39,-6,-15,-32,0,24/09/2020 16:18:27
8,15,1,19,16,-33,57,0,24/09/2020 16:18:27
-44,-29,25,15,22,20,-7,0,24/09/2020 16:18:28
-23,30,-31,-69,-5,2,5,0,24/09/2020 16:18:28
2,-14,-7,17,25,-11,-14,0,24/09/2020 16:18:28
-25,-5,8,-41,-5,9,6,0,24/09/2020 16:18:28
23,37,-13,-14,0,-9,-30,0,24/09/2020 16:18:28
3,0,-3,23,11,15,1,0,24/09/2020 16:18:28
57,66,-12,-36,-4,-28,-2,0,24/09/2020 16:18:29
-15,13,11,32,26,4,31,0,24/09/2020 16:18:29
-11,-36,21,17,-42,0,-9,0,24/09/2020 16:18:29
-9,13,1,5,16,1,1,0,24/09/2020 16:18:29
13,14,11,-9,-33,-15,0,0,24/09/2020 16:18:29
-4,-12,-76,-7,-18,2,-2,0,24/09/2020 16:18:29
1,1,1,-14,-17,-3,3,0,24/09/2020 16:18:29
6,20,23,36,-19,27,33,0,24/09/2020 16:18:29
56,-48,16,4,3,-49,-63,0,24/09/2020 16:18:30
86,127,-8,-71,-64,-30,64,0,24/09/2020 16:18:30
-16,-62,-63,59,-95,-30,-26,0,24/09/2020 16:18:30
82,25,46,-74,-34,-27,31,0,24/09/2020 16:18:30
26,31,-30,84,19,10,16,0,24/09/2020 16:18:30
26,-8,-52,1,-54,-24,-19,0,24/09/2020 16:18:31
-109,-2,-10,46,5,63,-122,0,24/09/2020 16:18:31
-1,-21,33,-7,29,32,15,0,24/09/2020 16:18:31
-2,5,-11,1,12,-6,-4,0,24/09/2020 16:18:31
-5,-16,-41,-7,-5,-3,9,0,24/09/2020 16:18:31
10,11,8,5,-1,-1,-2,0,24/09/2020 16:18:31
2,4,49,4,0,-3,1,0,24/09/2020 16:18:31
-4,-30,-34,-7,2,1,5,0,24/09/2020 16:18:31
-3,30,41,9,21,5,3,0,24/09/2020 16:18:32
3,4,7,-30,-4,-3,2,0,24/09/2020 16:18:32
9,22,30,2,-4,3,2,0,24/09/2020 16:18:32
-15,6,-11,2,0,-2,-12,0,24/09/2020 16:18:32
-4,5,-1,-2,4,-2,-2,0,24/09/2020 16:18:32
17,72,14,-22,-7,0,-1,0,24/09/2020 16:18:33
2,22,27,-20,-5,0,1,0,24/09/2020 16:18:33
0,-3,2,-16,-7,-2,-1,0,24/09/2020 16:18:33
-1,11,16,-4,-2,-1,-1,0,24/09/2020 16:18:33
-3,-6,-18,11,7,4,1,0,24/09/2020 16:18:33
-5,1,-9,5,-5,-1,-1,0,24/09/2020 16:18:33
-7,-11,-13,2,-1,-2,-6,0,24/09/2020 16:18:33
-9,-9,-10,-4,10,0,2,0,24/09/2020 16:18:34
-1,-16,-26,4,0,4,9,0,24/09/2020 16:18:34
2,5,-2,-14,1,1,0,0,24/09/2020 16:18:34
0,-1,7,7,-5,0,-1,0,24/09/2020 16:18:34
-5,-7,19,6,0,-1,-2,0,24/09/2020 16:18:34
1,-2,-28,-5,5,-2,-2,0,24/09/2020 16:18:34
4,5,19,-2,13,1,-3,0,24/09/2020 16:18:34
-6,-8,0,-4,9,4,-8,0,24/09/2020 16:18:35
4,-3,-7,7,7,6,11,0,24/09/2020 16:18:35
0,-3,-13,0,-11,-4,2,0,24/09/2020 16:18:35
0,0,0,0,0,0,0,0,24/09/2020 16:29:54
-33,-67,-38,-31,10,6,9,0,24/09/2020 16:29:54
18,38,62,-36,-128,-128,-128,0,24/09/2020 16:29:55
-64,14,-37,-30,-7,-22,-48,0,24/09/2020 16:29:56
-36,32,16,15,11,-110,-113,0,24/09/2020 16:29:56
-13,7,2,-7,8,16,-90,0,24/09/2020 16:29:56
-12,-2,-16,-4,0,-4,-1,0,24/09/2020 16:29:56
0,7,20,12,13,6,-1,0,24/09/2020 16:29:57
1,0,23,-6,3,4,7,0,24/09/2020 16:29:57
-16,-1,2,-4,-33,-4,-10,0,24/09/2020 16:29:57
-4,4,6,-3,-14,-1,-21,0,24/09/2020 16:29:57
0,2,4,0,-6,1,-1,0,24/09/2020 16:29:57
-3,-1,-2,-2,-1,-3,-1,0,24/09/2020 16:29:58
0,-3,-2,-1,-1,-8,-2,0,24/09/2020 16:29:58
-2,-9,-14,-7,-1,-12,-3,0,24/09/2020 16:29:58
3,2,4,4,2,9,0,0,24/09/2020 16:29:58
-1,4,5,3,-2,2,3,0,24/09/2020 16:29:59
-2,0,-3,-5,-4,-9,1,0,24/09/2020 16:29:59
-4,-7,-9,-4,-4,-12,-2,0,24/09/2020 16:29:59
1,7,10,7,5,16,1,0,24/09/2020 16:29:59
-4,-8,-18,-7,-15,-23,-8,0,24/09/2020 16:29:59
-1,-11,-16,-11,-13,-24,-8,0,24/09/2020 16:29:59
-4,-11,-11,-5,-4,-9,-4,0,24/09/2020 16:29:59
0,4,7,3,4,9,2,0,24/09/2020 16:30:00
-1,-2,0,0,-2,-5,0,0,24/09/2020 16:30:00
1,0,-1,-2,-9,-3,-1,0,24/09/2020 16:30:00
-2,0,-7,-3,3,1,-2,0,24/09/2020 16:30:00
-4,-3,-5,-1,-5,0,1,0,24/09/2020 16:30:00
1,-5,-5,-6,-2,-11,-3,0,24/09/2020 16:30:01
4,-2,-3,-3,2,-4,-4,0,24/09/2020 16:30:01
-1,2,4,3,5,9,-1,0,24/09/2020 16:30:01
0,0,8,3,7,14,5,0,24/09/2020 16:30:01
1,5,9,3,6,12,1,0,24/09/2020 16:30:01
2,9,13,5,8,22,7,0,24/09/2020 16:30:02
1,9,11,5,8,15,5,0,24/09/2020 16:30:02
0,5,9,6,4,8,3,0,24/09/2020 16:30:02
-2,2,3,4,1,4,3,0,24/09/2020 16:30:02
-5,-4,0,0,0,-4,-4,0,24/09/2020 16:30:02
0,5,6,-1,1,2,0,0,24/09/2020 16:30:02
-3,0,-1,-2,0,0,2,0,24/09/2020 16:30:02
3,-3,-5,-1,-4,-3,-2,0,24/09/2020 16:30:03
-1,1,-1,-1,0,1,0,0,24/09/2020 16:30:03
0,13,12,23,-13,39,15,0,24/09/2020 16:30:03
-3,1,0,-3,1,-5,-1,0,24/09/2020 16:30:03
0,2,10,7,9,10,4,0,24/09/2020 16:30:04
-1,-9,-20,-12,-3,-19,-14,0,24/09/2020 16:30:04
-2,-13,-18,-12,1,-21,-10,0,24/09/2020 16:30:04
-1,-13,-12,-7,-1,-11,-9,0,24/09/2020 16:30:04
-3,-3,-4,0,3,-4,-12,0,24/09/2020 16:30:04
-2,-4,-3,-1,3,0,3,0,24/09/2020 16:30:04
1,-1,-1,0,-5,-2,-2,0,24/09/2020 16:30:05
1,5,4,-2,2,-38,-12,0,24/09/2020 16:30:05
0,-3,-9,-2,0,-7,-9,0,24/09/2020 16:30:05
2,5,-1,-5,-11,-14,0,0,24/09/2020 16:30:05
0,-9,-2,6,-15,-9,4,0,24/09/2020 16:30:05
5,-10,7,9,-10,-16,3,0,24/09/2020 16:30:05
0,-3,-8,-11,17,-16,-17,0,24/09/2020 16:30:06
-5,-5,6,-7,-3,-12,6,0,24/09/2020 16:30:06
5,-19,-9,-8,-5,-26,-13,0,24/09/2020 16:30:06
-4,9,2,6,6,6,4,0,24/09/2020 16:30:07
-2,-4,2,-1,-2,-4,-5,0,24/09/2020 16:30:07
-2,-3,0,-1,-5,-3,3,0,24/09/2020 16:30:07
-4,-4,-2,-2,-4,-12,-3,0,24/09/2020 16:30:07
0,0,0,-1,8,5,-6,0,24/09/2020 16:30:07
-1,33,6,-12,-19,-1,6,0,24/09/2020 16:30:07
-4,9,6,4,5,4,-9,0,24/09/2020 16:30:08
-4,9,10,7,-4,5,-4,0,24/09/2020 16:30:08
-4,6,10,10,-1,-14,10,0,24/09/2020 16:30:08
-7,-7,1,-5,35,-32,-23,0,24/09/2020 16:30:08
5,-8,-52,-40,-20,2,9,0,24/09/2020 16:30:08
38,5,41,44,127,106,-61,0,24/09/2020 16:30:08
1,-22,-24,-16,-14,-23,-21,0,24/09/2020 16:30:09
3,4,12,-1,-116,-3,-5,0,24/09/2020 16:30:09
-1,9,5,7,-120,-11,6,0,24/09/2020 16:30:09
-6,3,-13,-28,-7,6,9,0,24/09/2020 16:30:09
2,4,1,21,17,-12,4,0,24/09/2020 16:30:10
-3,0,8,20,0,-30,-6,0,24/09/2020 16:30:10
59,-15,56,-16,-2,16,-18,0,24/09/2020 16:30:10
-21,-47,-1,-4,12,-23,-22,0,24/09/2020 16:30:10
-4,1,0,-19,1,-6,-23,0,24/09/2020 16:30:10
-2,31,5,11,80,-112,73,0,24/09/2020 16:30:10
-16,-57,-4,-9,0,26,1,0,24/09/2020 16:30:10
-12,-16,127,9,-2,49,17,0,24/09/2020 16:30:11
44,127,41,65,2,68,27,0,24/09/2020 16:30:11
19,26,-19,-10,1,-36,-17,0,24/09/2020 16:30:11
-3,-63,-13,-16,-1,-93,-41,0,24/09/2020 16:30:11
-17,-48,-16,7,-1,-26,73,0,24/09/2020 16:30:12
15,55,20,11,3,26,9,0,24/09/2020 16:30:12
2,-1,4,-11,-1,0,3,0,24/09/2020 16:30:12
0,-2,-2,-1,16,-4,2,0,24/09/2020 16:30:12
-5,4,-10,-6,10,4,-5,0,24/09/2020 16:30:12
-10,-7,-7,10,-1,7,-17,0,24/09/2020 16:30:13
6,10,4,4,1,14,14,0,24/09/2020 16:30:13
-3,4,-1,1,-4,-4,5,0,24/09/2020 16:30:13
-4,-1,-5,-9,-7,-6,-5,0,24/09/2020 16:30:13
5,-1,2,6,4,5,3,0,24/09/2020 16:30:13
-7,-7,-10,-18,-3,-14,-12,0,24/09/2020 16:30:13
-5,11,9,13,3,8,4,0,24/09/2020 16:30:13
-13,-96,-14,3,-12,-28,-1,0,24/09/2020 16:30:14
-3,35,-9,13,-5,26,-51,0,24/09/2020 16:30:14
2,-2,-5,-12,-7,-22,-30,0,24/09/2020 16:30:14
3,-8,-2,1,1,35,-11,0,24/09/2020 16:30:15
-1,-8,-3,11,-1,-3,-3,0,24/09/2020 16:30:15
-1,-1,-8,-7,-4,-1,-1,0,24/09/2020 16:30:15
1,35,6,-10,-7,-25,-29,0,24/09/2020 16:30:15
0,-15,4,3,-13,-8,-13,0,24/09/2020 16:30:15
-4,15,7,12,0,10,-52,0,24/09/2020 16:30:15
-1,-3,0,23,2,-21,-16,0,24/09/2020 16:30:16
1,27,-1,5,-3,0,-40,0,24/09/2020 16:30:16
6,-14,-11,-4,7,4,7,0,24/09/2020 16:30:16
-5,0,-5,5,-10,-4,-13,0,24/09/2020 16:30:16
-4,-44,2,0,0,68,25,0,24/09/2020 16:30:16
-3,0,1,8,-1,-12,22,0,24/09/2020 16:30:16
-5,7,0,7,4,12,7,0,24/09/2020 16:30:17
-3,8,-4,-16,-5,-2,3,0,24/09/2020 16:30:17
-2,-12,-8,127,-2,-10,-10,0,24/09/2020 16:30:17
3,-3,-6,-5,0,-5,-2,0,24/09/2020 16:30:17
-7,0,5,3,0,4,3,0,24/09/2020 16:30:18
-1,5,2,0,11,-5,-1,0,24/09/2020 16:30:18
2,3,0,7,-1,10,8,0,24/09/2020 16:30:18
83,45,26,89,-10,63,-1,0,24/09/2020 16:30:18
20,-1,-14,-1,2,8,-10,0,24/09/2020 16:30:18
12,5,15,-1,-3,-7,-40,0,24/09/2020 16:30:18
0,10,-10,-11,-9,-8,-17,0,24/09/2020 16:30:19
7,19,2,0,16,8,3,0,24/09/2020 16:30:19
2,46,7,-1,-5,-2,8,0,24/09/2020 16:30:19
16,52,11,3,-11,-3,-1,0,24/09/2020 16:30:19
12,5,11,5,-1,-10,-18,0,24/09/2020 16:30:19
-5,-10,2,3,-13,0,-6,0,24/09/2020 16:30:20
0,-1,-5,-11,-12,-16,-6,0,24/09/2020 16:30:20
1,0,3,1,2,2,3,0,24/09/2020 16:30:20
-6,3,-2,-2,0,-7,-13,0,24/09/2020 16:30:20
-3,-26,-14,-5,-8,-8,1,0,24/09/2020 16:30:21
-1,4,2,1,1,-2,-9,0,24/09/2020 16:30:21
-5,-18,-4,-5,-9,-6,-6,0,24/09/2020 16:30:21
2,12,4,-6,-24,-3,9,0,24/09/2020 16:30:21
1,-6,-1,-5,-2,-2,1,0,24/09/2020 16:30:21
2,1,2,0,-1,-4,-6,0,24/09/2020 16:30:21
3,5,5,0,2,8,4,0,24/09/2020 16:30:22
-6,-15,-7,-4,-4,2,0,0,24/09/2020 16:30:22
5,0,-5,-9,38,22,2,0,24/09/2020 16:30:22
4,-1,-16,-9,8,17,6,0,24/09/2020 16:30:22
-3,-5,-9,-14,-1,-4,4,0,24/09/2020 16:30:22
0,-6,-1,-6,9,11,6,0,24/09/2020 16:30:23
3,12,21,9,-17,-23,-5,0,24/09/2020 16:30:23
-1,-6,5,4,-9,5,-20,0,24/09/2020 16:30:23
0,4,2,-3,-7,-8,-14,0,24/09/2020 16:30:23
-1,-3,-11,0,-3,2,7,0,24/09/2020 16:30:23
-3,2,-13,45,0,-7,-8,0,24/09/2020 16:30:23
0,-14,34,35,-24,-26,-11,0,24/09/2020 16:30:24
-8,-12,22,4,1,-5,-5,0,24/09/2020 16:30:24
4,12,-2,-2,2,24,-2,0,24/09/2020 16:30:24
0,-8,-2,-2,-1,-2,4,0,24/09/2020 16:30:24
1,-1,-5,-9,-6,-9,32,0,24/09/2020 16:30:24
-4,-3,-1,-1,0,2,2,0,24/09/2020 16:30:24
-4,1,-2,-5,-6,-1,5,0,24/09/2020 16:30:25
2,6,4,-1,-5,-6,0,0,24/09/2020 16:30:25
-1,-7,-2,0,12,15,4,0,24/09/2020 16:30:25
0,-13,-12,-5,6,-1,-12,0,24/09/2020 16:30:26
0,4,0,5,10,3,1,0,24/09/2020 16:30:26
-1,1,-6,-24,-10,7,2,0,24/09/2020 16:30:26
3,10,6,-1,2,11,4,0,24/09/2020 16:30:26
3,6,2,-3,-3,0,1,0,24/09/2020 16:30:26
1,-9,-4,0,2,0,0,0,24/09/2020 16:30:26
0,2,-4,1,-1,-2,-2,0,24/09/2020 16:30:26
8,12,7,1,-4,-2,3,0,24/09/2020 16:30:27
2,-13,-5,0,0,1,-7,0,24/09/2020 16:30:27
-3,7,1,1,-4,-4,-5,0,24/09/2020 16:30:27
-1,3,-1,-5,1,0,2,0,24/09/2020 16:30:27
0,-5,-4,0,-3,3,2,0,24/09/2020 16:30:28
-6,-4,-3,-3,-8,4,-3,0,24/09/2020 16:30:28
-19,19,3,3,2,17,-1,0,24/09/2020 16:30:28
-7,-85,-10,1,0,0,-20,0,24/09/2020 16:30:28
-17,-17,2,-10,1,-21,-2,0,24/09/2020 16:30:29
-4,-121,-31,-2,1,16,-14,0,24/09/2020 16:30:29
1,38,12,8,-2,-17,-2,0,24/09/2020 16:30:29
2,-64,-18,-5,1,19,-6,0,24/09/2020 16:30:29
7,75,36,-1,6,-39,-21,0,24/09/2020 16:30:29
-4,-57,-28,-7,-8,33,23,0,24/09/2020 16:30:29
2,68,60,27,-8,-10,16,0,24/09/2020 16:30:29
-52,-64,-85,3,29,57,21,0,24/09/2020 16:30:30
18,96,61,-26,-13,-24,-24,0,24/09/2020 16:30:30
-54,-84,-15,26,23,108,26,0,24/09/2020 16:30:30
8,84,17,-17,-2,-10,33,0,24/09/2020 16:30:30
-12,-99,-52,25,-7,4,-31,0,24/09/2020 16:30:31
5,30,32,2,1,-15,8,0,24/09/2020 16:30:31
-2,-94,-43,-23,-4,37,22,0,24/09/2020 16:30:31
17,79,30,8,-2,-16,-11,0,24/09/2020 16:30:31
19,72,4,-7,1,-30,-17,0,24/09/2020 16:30:31
4,32,19,-1,-4,-20,-5,0,24/09/2020 16:30:31
9,-18,5,28,0,15,-26,0,24/09/2020 16:30:31
-18,-32,21,19,-3,10,17,0,24/09/2020 16:30:32
-6,-34,-17,-10,-3,11,6,0,24/09/2020 16:30:32
40,127,43,4,4,-36,-25,0,24/09/2020 16:30:32
11,53,5,-1,-2,16,-7,0,24/09/2020 16:30:32
13,62,-9,-18,-4,-39,10,0,24/09/2020 16:30:32
-119,-128,-82,-104,-3,-88,-36,0,24/09/2020 16:30:32
-10,-26,-19,-25,1,4,4,0,24/09/2020 16:30:33
47,127,50,-58,-6,-91,-33,0,24/09/2020 16:30:33
-28,-128,-34,14,-1,40,18,0,24/09/2020 16:30:33
6,6,-8,-25,2,-10,-9,0,24/09/2020 16:30:33
25,40,27,-18,-6,-22,-8,0,24/09/2020 16:30:33
7,45,11,7,-1,15,-1,0,24/09/2020 16:30:34
26,80,37,24,-1,-7,4,0,24/09/2020 16:30:34
-1,7,0,-8,-1,-1,9,0,24/09/2020 16:30:34
-3,1,0,1,-2,26,31,0,24/09/2020 16:30:34
-4,-7,-6,-1,-8,-10,-2,0,24/09/2020 16:30:34
1,-2,4,4,2,-4,-19,0,24/09/2020 16:30:34
-1,-2,-3,0,0,-4,0,0,24/09/2020 16:30:34
0,2,-1,1,2,2,8,0,24/09/2020 16:30:35
-3,0,0,-3,0,0,2,0,24/09/2020 16:30:35
2,6,0,-2,-7,-1,-8,0,24/09/2020 16:30:35
2,-2,-1,0,10,11,1,0,24/09/2020 16:30:35
-1,-17,-5,1,-3,3,0,0,24/09/2020 16:30:35
6,19,8,3,2,-14,3,0,24/09/2020 16:30:36
19,29,14,18,-6,-15,3,0,24/09/2020 16:30:36
26,83,19,-8,73,-60,-17,0,24/09/2020 16:30:36
24,113,56,18,-3,-30,-11,0,24/09/2020 16:30:36
-26,-32,-4,10,0,8,6,0,24/09/2020 16:30:36
-25,-105,-15,6,-7,14,-9,0,24/09/2020 16:30:36
57,123,60,-18,-1,-55,-6,0,24/09/2020 16:30:37
-4,-1,16,-2,-5,42,3,0,24/09/2020 16:30:37
3,-51,-9,-22,0,28,3,0,24/09/2020 16:30:37
30,101,49,-12,-4,-88,-9,0,24/09/2020 16:30:37
19,80,15,-27,-3,-7,1,0,24/09/2020 16:30:37
11,8,2,4,-1,11,-14,0,24/09/2020 16:30:38
-5,18,15,17,-1,7,-4,0,24/09/2020 16:30:38
20,54,-4,6,5,-9,-28,0,24/09/2020 16:30:38
8,11,-1,3,0,-10,-4,0,24/09/2020 16:30:38
24,25,51,-16,-5,-62,-19,0,24/09/2020 16:30:38
-51,-51,2,14,-4,49,25,0,24/09/2020 16:30:38
-13,40,22,-4,1,-29,-25,0,24/09/2020 16:30:39
18,82,35,4,-1,-36,4,0,24/09/2020 16:30:39
8,28,18,-9,-2,8,2,0,24/09/2020 16:30:39
-5,0,12,6,3,-15,-6,0,24/09/2020 16:30:39
-1,-1,-1,2,-6,1,-1,0,24/09/2020 16:30:39
0,1,2,3,-4,-3,-1,0,24/09/2020 16:30:39
5,1,1,0,-5,10,3,0,24/09/2020 16:30:40
3,3,-1,2,-3,-3,-3,0,24/09/2020 16:30:40
-2,4,4,0,-7,-1,-2,0,24/09/2020 16:30:40
3,-1,0,-4,-1,-3,3,0,24/09/2020 16:30:40
-2,-8,-8,-15,4,-4,3,0,24/09/2020 16:30:40
0,-3,4,-8,6,2,-2,0,24/09/2020 16:30:41
-4,-2,-2,-15,-2,7,11,0,24/09/2020 16:30:41
2,4,0,-7,-5,4,1,0,24/09/2020 16:30:41
3,2,0,4,0,6,1,0,24/09/2020 16:30:41
-2,4,1,-6,1,2,-2,0,24/09/2020 16:30:41
1,2,-1,-10,-7,1,-2,0,24/09/2020 16:30:41
-5,-10,-3,2,2,5,3,0,24/09/2020 16:30:42
-3,-5,-3,-4,-4,0,3,0,24/09/2020 16:30:42
-1,0,0,-3,0,2,1,0,24/09/2020 16:30:42
0,-1,1,-1,-7,-2,2,0,24/09/2020 16:30:42
6,32,-4,-1,-6,-8,-8,0,24/09/2020 16:30:42
11,38,11,9,-8,5,1,0,24/09/2020 16:30:43
-4,13,24,-7,-16,-13,-9,0,24/09/2020 16:30:43
-20,-84,-26,-4,-5,4,7,0,24/09/2020 16:30:43
