EMG - Pod01,EMG - Pod02,EMG - Pod03,EMG - Pod04,EMG - Pod05,EMG - Pod06,EMG - Pod07,EMG - Pod08,Timestamp
0,0,0,0,0,0,0,0,2020-09-28 09:06:51.558
0,0,0,0,0,0,0,0,2020-09-28 09:06:51.806
0,0,0,0,0,0,0,0,2020-09-28 09:06:52.535
0,0,0,0,0,0,0,0,2020-09-28 09:06:52.600
0,0,0,0,0,0,0,0,2020-09-28 09:06:52.637
0,0,0,0,0,0,0,0,2020-09-28 09:06:56.684
0,0,0,0,0,0,0,0,2020-09-28 09:06:56.940
0,0,0,0,0,0,0,0,2020-09-28 09:06:57.666
0,0,0,0,0,0,0,0,2020-09-28 09:06:57.744
0,0,0,0,0,0,0,0,2020-09-28 09:06:57.775
0,0,0,0,0,0,0,0,2020-09-28 09:06:57.802
0,0,0,0,0,0,0,0,2020-09-28 09:06:57.835
0,0,0,0,0,0,0,0,2020-09-28 09:06:57.863
0,0,0,0,0,0,0,0,2020-09-28 09:06:57.889
0,0,0,0,0,0,0,0,2020-09-28 09:06:57.916
0,0,0,0,0,0,0,0,2020-09-28 09:06:57.947
0,0,0,0,0,0,0,0,2020-09-28 09:06:57.974
0,0,0,0,0,0,0,0,2020-09-28 09:06:58.003
0,0,0,0,0,0,0,0,2020-09-28 09:06:58.034
0,0,0,0,0,0,0,0,2020-09-28 09:06:58.055
0,0,0,0,0,0,0,0,2020-09-28 09:06:58.081
0,0,0,0,0,0,0,0,2020-09-28 09:06:58.104
0,0,0,0,0,0,0,0,2020-09-28 09:06:58.126
0,0,0,0,0,0,0,0,2020-09-28 09:06:58.152
0,0,0,0,0,0,0,0,2020-09-28 09:06:58.181
0,0,0,0,0,0,0,0,2020-09-28 09:06:58.202
0,0,0,0,0,0,0,0,2020-09-28 09:06:58.223
0,0,0,0,0,0,0,0,2020-09-28 09:06:58.247
0,0,0,0,0,0,0,0,2020-09-28 09:06:58.272
0,0,0,0,0,0,0,0,2020-09-28 09:06:58.297
0,0,0,0,0,0,0,0,2020-09-28 09:06:58.320
0,0,0,0,0,0,0,0,2020-09-28 09:06:58.339
0,0,0,0,0,0,0,0,2020-09-28 09:06:58.361
0,0,0,0,0,0,0,0,2020-09-28 09:06:58.386
0,0,0,0,0,0,0,0,2020-09-28 09:06:58.409
0,0,0,0,0,0,0,0,2020-09-28 09:06:58.429
0,0,0,0,0,0,0,0,2020-09-28 09:06:58.448
0,0,0,0,0,0,0,0,2020-09-28 09:06:58.466
0,0,0,0,0,0,0,0,2020-09-28 09:06:58.488
0,0,0,0,0,0,0,0,2020-09-28 09:06:58.517
0,0,0,0,0,0,0,0,2020-09-28 09:06:58.537
0,0,0,0,0,0,0,0,2020-09-28 09:06:58.567
0,0,0,0,0,0,0,0,2020-09-28 09:06:58.587
0,0,0,0,0,0,0,0,2020-09-28 09:06:58.606
0,0,0,0,0,0,0,0,2020-09-28 09:06:58.626
0,0,0,0,0,0,0,0,2020-09-28 09:06:58.650
0,0,0,0,0,0,0,0,2020-09-28 09:06:58.671
0,0,0,0,0,0,0,0,2020-09-28 09:06:58.692
0,0,0,0,0,0,0,0,2020-09-28 09:06:58.718
